Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	unique_id
prerank	CoA catabolism	0.6909169687430733	1.472661286146222	0.022964509394572025	0.9425935973955507	0.399	4/11	8.29%	cysam;pan4p;ptth;h2o	Phosphatidylinositol phosphate metabolism
prerank	Vitamin A metabolism	0.5975292651621413	1.3773024305370143	0.024024024024024024	1.0	0.742	9/21	16.43%	retfa;retinol_cis_11;retinol_9_cis;h2o;nadp;nad;11_cis_retfa;udp;9_cis_retfa	Phosphatidylinositol phosphate metabolism
prerank	Eicosanoid metabolism	0.5783044454605839	1.3595742966283983	0.022	1.0	0.791	12/28	18.66%	prostgi2;txa2;HC02203;leuktrD4;leuktrA4;HC02206;h2o;HC02202;nadp;nad;prostgd2;HC02205	Phosphatidylinositol phosphate metabolism
prerank	Pentose phosphate pathway	0.5813228423208291	1.3438775130083767	0.04104104104104104	1.0	0.827	11/22	25.20%	rib_D;arab_L;h2o;rbt;nadp;nad;udp;acald;xylt;abt;amp	Phosphatidylinositol phosphate metabolism
prerank	Tetrahydrobiopterin metabolism	0.6213779972178658	1.3371220328978957	0.07505070993914807	0.9009079399529752	0.84	6/13	18.98%	ahdt;h2o;nadp;nad;5mthf;for	Phosphatidylinositol phosphate metabolism
prerank	Miscellaneous	0.5647516647140962	1.336226022389337	0.025	0.7571511826530817	0.84	13/33	17.54%	so3;CE1950;cynt;no2;CE4881;h2o;fe3;nadp;cl;nad;fe2;udp;CE2011	Phosphatidylinositol phosphate metabolism
prerank	Taurine and hypotaurine metabolism	0.6458601530153595	1.312600857740466	0.08832807570977919	0.813270289124874	0.888	3/9	11.48%	cysam;h2o;nad	Phosphatidylinositol phosphate metabolism
prerank	N-glycan degradation	0.6578878197242343	1.2509333740523607	0.15995397008055237	1.0	0.966	4/6	26.16%	h2o;gal;n2m2nmasn;acgam	Phosphatidylinositol phosphate metabolism
prerank	Heme degradation	0.593542653758184	1.2436465970528612	0.1649269311064718	1.0	0.971	4/11	15.79%	h2o;nadp;fe2;udp	Phosphatidylinositol phosphate metabolism
prerank	Dietary fiber binding	0.5885877115024021	1.2420113468121663	0.1644398766700925	1.0	0.971	7/11	32.70%	gumgchol;psyl;psylchol;gumtchol;gchola;psyltchol;tchola	Phosphatidylinositol phosphate metabolism
prerank	Steroid metabolism	0.5263378030803222	1.2384985540235773	0.0920920920920921	0.9681404385690875	0.973	12/32	22.17%	andrstrn;prgstrn;aprgstrn;h2o;dheas;nadp;estradiolglc;nad;estrones;udp;for;acald	Phosphatidylinositol phosphate metabolism
prerank	Butanoate metabolism	0.6403258285987177	1.2131128795293733	0.20754716981132076	1.0	0.983	3/6	20.41%	h2o;nad;fad	Phosphatidylinositol phosphate metabolism
prerank	Glyoxylate and dicarboxylate metabolism	0.5555336251310183	1.172949117764725	0.24324324324324326	1.0	0.997	4/12	11.48%	dhap;h2o;nadp;nad	Phosphatidylinositol phosphate metabolism
prerank	Vitamin D metabolism	0.5987226490328346	1.1688450497311276	0.26169265033407574	1.0	0.997	2/7	10.05%	h2o;nadp	Phosphatidylinositol phosphate metabolism
prerank	Glycerophospholipid metabolism	0.4924088964935742	1.168070419410117	0.164	1.0	0.997	19/33	38.92%	dhap;ach;h2o;paf_hs;ak2lgchol_hs;nadp;nad;cmp;dag_hs;ctp;acald;chol;ahcys;adp;coa;inost;ac;pglyc_hs;co2	Phosphatidylinositol phosphate metabolism
prerank	Limonene and pinene degradation	0.5665884100838423	1.1663115369858175	0.25213675213675213	1.0	0.997	4/9	19.62%	h2o;nadp;apnnox;appnn	Phosphatidylinositol phosphate metabolism
prerank	CoA synthesis	0.5205914002421815	1.1618103665196176	0.22708757637474541	1.0	0.997	9/16	34.13%	pan4p;ptth;h2o;cmp;ctp;amp;adp;coa;pnto_R	Phosphatidylinositol phosphate metabolism
prerank	Keratan sulfate degradation	0.5897329693461528	1.1605537006210038	0.28210757409440174	1.0	0.997	4/7	26.16%	h2o;gal;udp;acgam	Phosphatidylinositol phosphate metabolism
prerank	Vitamin B2 metabolism	0.533243761032443	1.1579049630672142	0.25922131147540983	1.0	0.997	7/14	25.84%	h2o;fe3;nad;fe2;fad;amp;fmn	Phosphatidylinositol phosphate metabolism
prerank	Phosphatidylinositol phosphate metabolism	0.5393057108382141	1.1572127729311117	0.25925925925925924	0.9715246880086815	0.998	8/12	36.52%	h2o;udp;dag_hs;hdca;adp;coa;inost;ac	Phosphatidylinositol phosphate metabolism
prerank	Cysteine Metabolism	0.5865429559426487	1.1551536106041538	0.2724288840262582	0.9371619196904059	0.998	2/7	8.29%	so3;h2o	Phosphatidylinositol phosphate metabolism
prerank	Folate metabolism	0.5165356770201459	1.1306461135193584	0.2854251012145749	1.0	1.0	6/15	18.98%	h2o;nadp;nad;fol;5mthf;for	Phosphatidylinositol phosphate metabolism
prerank	Pyruvate metabolism	0.4896977080134591	1.1054432190719412	0.30954773869346736	1.0	1.0	12/20	38.92%	lac_D;dhap;h2o;nadp;nad;lac_L;adp;coa;hco3;ac;acetone;co2	Phosphatidylinositol phosphate metabolism
prerank	Cytochrome metabolism	0.46729585318635836	1.0989930139349664	0.3203203203203203	1.0	1.0	9/30	23.92%	h2o;4nphsf;nadp;4nph;taxol;htaxol;tolbutamide;4mtolbutamide;hdca	Phosphatidylinositol phosphate metabolism
prerank	Glycolysis/gluconeogenesis	0.45400560755212455	1.0828779412096212	0.349	1.0	1.0	19/32	41.95%	dhap;h2o;nadp;nad;lac_L;udp;fad;ctp;acald;amp;g1p;glc_D;idp;adp;coa;ac;co2;itp;gdp	Phosphatidylinositol phosphate metabolism
prerank	Cholesterol metabolism	0.4842569548210517	1.0781590358240078	0.37044534412955465	1.0	1.0	11/17	38.92%	h2o;nadp;nad;for;fad;amp;adp;coa;chsterol;xolest2_hs;co2	Phosphatidylinositol phosphate metabolism
prerank	Fructose and mannose metabolism	0.47250920562903	1.071494400582248	0.3734817813765182	1.0	1.0	6/20	15.79%	dhap;h2o;sbt_D;nadp;nad;udp	Phosphatidylinositol phosphate metabolism
prerank	Keratan sulfate synthesis	0.6110091682590157	1.0555699624801422	0.40415140415140416	1.0	1.0	2/4	15.79%	cmp;udp	Phosphatidylinositol phosphate metabolism
prerank	Hyaluronan metabolism	0.5541519461175942	1.0509491181504085	0.39793577981651373	1.0	1.0	5/6	38.76%	h2o;udp;acgam;ha_pre1;ha	Phosphatidylinositol phosphate metabolism
prerank	NAD metabolism	0.45427462826007253	1.0276504597539475	0.46277665995975853	1.0	1.0	8/20	27.59%	h2o;nadp;adprbp;nad;nac;ahcys;amp;ncam	Phosphatidylinositol phosphate metabolism
prerank	Nucleotide salvage pathway	0.5174038724083801	1.0259652461294098	0.45738942826321466	1.0	1.0	6/8	45.30%	imp;amp;gua;gmp;ade;hxan	Phosphatidylinositol phosphate metabolism
prerank	Histidine metabolism	0.4666277051369558	1.0257440794203765	0.46153846153846156	1.0	1.0	12/15	46.41%	hista;h2o;nad;3mlda;his_L;ahcys;coa;ac;co2;nh4;glu_L;h2o2	Phosphatidylinositol phosphate metabolism
prerank	Galactose metabolism	0.45437107719628833	1.0209934070437987	0.46827794561933533	1.0	1.0	11/17	41.79%	dhap;h2o;gal;udp;udpg;g1p;glc_D;adp;tagat_D;fru;lcts	Phosphatidylinositol phosphate metabolism
prerank	N-glycan synthesis	0.46414417451709533	1.0126195974682421	0.4918864097363083	1.0	1.0	7/14	31.42%	h2o;cmp;udp;ctp;n2m2nmasn;udpg;glc_D	Phosphatidylinositol phosphate metabolism
prerank		0.3905508133656308	1.0125647299325289	0.436	1.0	1.0	94/257	33.49%	15dmt;4ohmdz;2hatvlac;cytd;mdzglc;4hmdgluc;1531tacr;dhap;dha;4hatvlac;dopa;ahdt;HC01361;1513tacr;sulpacmp;HC01700;atvacid;31dmt;2hatvacid;dca;thrfvs;h2o;s3meacmp;dheas;nadp;ttdca;estradiolglc;cl;ins;nad;13dmt;fol;nac;atvlac;4mop;HC00955;1hmdgluc;1331tacr;lstnm5;estrones;gal;val_L;udp;csasulp;pvsgluc;4nph;14hmdz;crvsm1;ocdca;but;for;am4n9cs;met_L;his_L;3hpvs;fad;ctp;epoxtac;am9csa;fald;c10crn;hdca;ahcys;ddeccrn;pvs;amp;ptvstlac;4hatvacid;asn_L;arachd;tacr;dttp;6bhglzglc;fvs;ndersv;3ispvs;3hpvstet;lstnm4;HC01440;HC01446;6bhglz;HC01104;ptvst;tmdm3;lstnm7;glc_D;crn;tmd;tchola;cysacmp;idp;6hmsmvacid;rsv;adp	Phosphatidylinositol phosphate metabolism
prerank	Transport, endoplasmic reticular	0.4065925713736203	1.0103209771276698	0.47	1.0	1.0	28/69	34.93%	prostgi2;txa2;leuktrD4;leuktrA4;andrstrn;h2o;nadp;estradiolglc;nad;for;fad;dag_hs;acald;hdca;chol;ahcys;13_cis_retnglc;amp;acgam;arachd;udpg;tststeroneglc;glc_D;crn;adp;coa;chsterol;cholate	Phosphatidylinositol phosphate metabolism
prerank	Heme synthesis	0.48841173036597785	1.0083289642766065	0.5042016806722689	1.0	1.0	3/10	11.64%	h2o;fe3;fe2	Phosphatidylinositol phosphate metabolism
prerank	Transport, nuclear	0.4262638978068327	1.0044540473448995	0.504	1.0	1.0	17/27	47.85%	cytd;ach;h2o;nad;o2s;ctp;chol;dttp;idp;coa;gmp;lys_L;itp;nh4;btn;h2o2;duri	Phosphatidylinositol phosphate metabolism
